;appearance_time;earliest_landing_time;target_landing_time;latest_landing_time;penality_cost_earliest;penality_cost_latest;separation_times
87;10529;11129;11513;12929;1.33;1.87;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
88;10529;11129;11523;12929;1.01;1.49;['68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68']
89;10827;11427;12019;13227;1.89;1.94;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
90;10957;11557;12133;13357;1.39;1.22;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
91;11303;11903;12432;13703;1.74;1.89;['90', '90', '90', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '90', '90', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '90']
92;11411;12011;12515;13811;1.32;1.87;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
93;11623;12223;12599;14023;1.43;1.64;['68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68']
94;11782;12382;12469;14182;1.21;1.99;['68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68']
95;12064;12664;12909;14464;1.85;1.03;['90', '90', '90', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '90', '90', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '90']
96;12352;12952;13309;14752;1.63;1.64;['68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68']
97;12369;12969;13203;14769;1.71;1.70;['90', '90', '90', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '90', '90', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '90']
98;12509;13109;13483;14909;1.95;1.22;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
99;12577;13177;13617;14977;1.53;1.07;['68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68']
100;12596;13196;13547;14996;1.57;1.96;['90', '90', '90', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '90', '90', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '90']
101;12608;13208;13611;15008;1.05;1.09;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
102;12655;13255;13502;15055;1.97;1.91;['68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68']
103;12856;13456;13745;15256;1.49;1.89;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
104;12861;13461;13809;15261;1.00;1.15;['90', '90', '90', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '90', '90', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '90']
105;12932;13532;13837;15332;1.23;1.98;['68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68']
106;12962;13562;14155;15362;1.92;1.28;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
107;13003;13603;13963;15403;1.06;1.78;['90', '90', '90', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '90', '90', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '90']
108;13026;13626;13833;15426;1.20;1.17;['90', '90', '90', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '90', '90', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '90']
109;13173;13773;13863;15573;1.67;1.36;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
110;13381;13981;14089;15781;1.27;1.24;['68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68']
111;13439;14039;14363;15839;1.30;1.26;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
112;13463;14063;14606;15863;1.24;1.40;['90', '90', '90', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '90', '90', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '90']
113;13523;14123;14307;15923;1.69;1.61;['68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68']
114;13857;14457;14907;16257;1.29;1.06;['68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68']
115;13860;14460;14949;16260;1.19;1.45;['68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68']
